Timestamp,Machine_ID,Vibration,Temperature,Status
2025-01-23 20:33:48.617183,CNC-002,0.69,42.3,Normal
2025-01-23 20:33:48.617183,PRESS-101,1.22,44.3,Normal
2025-01-23 20:33:48.617183,LATHE-55,2.28,62.7,Normal
2025-01-23 21:33:48.617183,CNC-001,1.24,51.6,Normal
2025-01-23 21:33:48.617183,CNC-002,2.39,51.0,Normal
2025-01-23 21:33:48.617183,PRESS-101,0.72,53.1,Normal
2025-01-23 21:33:48.617183,LATHE-55,2.16,55.6,Normal
2025-01-23 22:33:48.617183,CNC-001,1.04,53.5,Normal
2025-01-23 22:33:48.617183,CNC-002,2.03,55.3,Normal
2025-01-23 22:33:48.617183,PRESS-101,0.84,42.8,Normal
2025-01-23 22:33:48.617183,LATHE-55,2.0,64.3,Normal
2025-01-23 23:33:48.617183,CNC-001,1.0,58.2,Normal
2025-01-23 23:33:48.617183,CNC-002,1.78,45.8,Normal
2025-01-23 23:33:48.617183,PRESS-101,2.28,46.8,Normal
2025-01-23 23:33:48.617183,LATHE-55,1.22,48.9,Normal
2025-01-24 00:33:48.617183,CNC-001,2.92,54.2,Normal
2025-01-24 00:33:48.617183,CNC-002,0.55,49.6,Normal
2025-01-24 00:33:48.617183,PRESS-101,8.03,94.3,Risk
2025-01-24 00:33:48.617183,LATHE-55,0.98,54.3,Normal
2025-01-24 01:33:48.617183,CNC-001,0.52,40.3,Normal
2025-01-24 01:33:48.617183,CNC-002,1.3,61.7,Normal
2025-01-24 01:33:48.617183,PRESS-101,2.89,42.3,Normal
2025-01-24 01:33:48.617183,LATHE-55,2.97,40.7,Normal
2025-01-24 02:33:48.617183,CNC-001,1.95,62.3,Normal
2025-01-24 02:33:48.617183,CNC-002,2.08,44.8,Normal
2025-01-24 02:33:48.617183,PRESS-101,1.62,46.2,Normal
2025-01-24 02:33:48.617183,LATHE-55,0.64,47.7,Normal
2025-01-24 03:33:48.617183,CNC-001,0.98,59.5,Normal
2025-01-24 03:33:48.617183,CNC-002,2.1,48.7,Normal
2025-01-24 03:33:48.617183,PRESS-101,2.29,46.3,Normal
2025-01-24 03:33:48.617183,LATHE-55,2.79,63.4,Normal
2025-01-24 04:33:48.617183,CNC-001,1.15,40.5,Normal
2025-01-24 04:33:48.617183,CNC-002,1.95,41.1,Normal
2025-01-24 04:33:48.617183,PRESS-101,2.58,54.9,Normal
2025-01-24 04:33:48.617183,LATHE-55,2.69,45.8,Normal
2025-01-24 05:33:48.617183,CNC-001,2.17,46.7,Normal
2025-01-24 05:33:48.617183,CNC-002,1.32,52.9,Normal
2025-01-24 05:33:48.617183,PRESS-101,1.2,62.2,Normal
2025-01-24 05:33:48.617183,LATHE-55,1.13,61.5,Normal
2025-01-24 06:33:48.617183,CNC-001,1.12,58.4,Normal
2025-01-24 06:33:48.617183,CNC-002,2.4,62.5,Normal
2025-01-24 06:33:48.617183,PRESS-101,1.9,48.5,Normal
2025-01-24 06:33:48.617183,LATHE-55,0.81,48.8,Normal
2025-01-24 07:33:48.617183,CNC-001,2.13,52.8,Normal
2025-01-24 07:33:48.617183,CNC-002,1.18,41.5,Normal
2025-01-24 07:33:48.617183,PRESS-101,2.5,58.3,Normal
2025-01-24 07:33:48.617183,LATHE-55,2.28,52.3,Normal
2025-01-24 08:33:48.617183,CNC-001,1.81,54.4,Normal
2025-01-24 08:33:48.617183,CNC-002,2.04,60.7,Normal
2025-01-24 08:33:48.617183,PRESS-101,1.83,49.5,Normal
2025-01-24 08:33:48.617183,LATHE-55,0.61,57.8,Normal
2025-01-24 09:33:48.617183,CNC-001,2.13,54.2,Normal
2025-01-24 09:33:48.617183,CNC-002,1.54,43.2,Normal
2025-01-24 09:33:48.617183,PRESS-101,2.56,53.2,Normal
2025-01-24 09:33:48.617183,LATHE-55,2.91,61.6,Normal
2025-01-24 10:33:48.617183,CNC-001,1.35,41.0,Normal
2025-01-24 10:33:48.617183,CNC-002,0.7,44.8,Normal
2025-01-24 10:33:48.617183,PRESS-101,1.69,44.9,Normal
2025-01-24 10:33:48.617183,LATHE-55,1.03,41.1,Normal
2025-01-24 11:33:48.617183,CNC-001,0.82,56.9,Normal
2025-01-24 11:33:48.617183,CNC-002,2.02,53.7,Normal
2025-01-24 11:33:48.617183,PRESS-101,2.98,47.3,Normal
2025-01-24 11:33:48.617183,LATHE-55,1.23,47.6,Normal
2025-01-24 12:33:48.617183,CNC-001,2.09,63.3,Normal
2025-01-24 12:33:48.617183,CNC-002,1.54,49.3,Normal
2025-01-24 12:33:48.617183,PRESS-101,2.45,64.8,Normal
2025-01-24 12:33:48.617183,LATHE-55,2.89,42.0,Normal
2025-01-24 13:33:48.617183,CNC-001,0.84,50.0,Normal
2025-01-24 13:33:48.617183,CNC-002,1.14,55.5,Normal
2025-01-24 13:33:48.617183,PRESS-101,2.04,60.6,Normal
2025-01-24 13:33:48.617183,LATHE-55,1.5,44.6,Normal
2025-01-24 14:33:48.617183,CNC-001,2.43,47.4,Normal
2025-01-24 14:33:48.617183,CNC-002,2.84,56.1,Normal
2025-01-24 14:33:48.617183,PRESS-101,0.65,64.4,Normal
2025-01-24 14:33:48.617183,LATHE-55,1.61,40.0,Normal
2025-01-24 15:33:48.617183,CNC-001,1.06,60.5,Normal
2025-01-24 15:33:48.617183,CNC-002,2.77,53.1,Normal
2025-01-24 15:33:48.617183,PRESS-101,0.8,62.7,Normal
2025-01-24 15:33:48.617183,LATHE-55,0.87,57.9,Normal
2025-01-24 16:33:48.617183,CNC-001,0.87,61.3,Normal
2025-01-24 16:33:48.617183,CNC-002,0.67,64.8,Normal
2025-01-24 16:33:48.617183,PRESS-101,2.71,48.3,Normal
2025-01-24 16:33:48.617183,LATHE-55,1.56,58.3,Normal
2025-01-24 17:33:48.617183,CNC-001,2.16,41.2,Normal
2025-01-24 17:33:48.617183,CNC-002,0.67,61.5,Normal
2025-01-24 17:33:48.617183,PRESS-101,2.53,48.4,Normal
2025-01-24 17:33:48.617183,LATHE-55,0.59,61.3,Normal
2025-01-24 18:33:48.617183,CNC-001,0.7,56.1,Normal
2025-01-24 18:33:48.617183,CNC-002,1.22,43.8,Normal
2025-01-24 18:33:48.617183,PRESS-101,1.7,50.9,Normal
2025-01-24 18:33:48.617183,LATHE-55,1.82,43.4,Normal
2025-01-24 19:33:48.617183,CNC-001,1.64,42.8,Normal
2025-01-24 19:33:48.617183,CNC-002,2.57,56.7,Normal
2025-01-24 19:33:48.617183,PRESS-101,5.45,109.5,Risk
2025-01-24 19:33:48.617183,LATHE-55,2.58,61.6,Normal
2025-01-24 20:33:48.617183,CNC-001,1.11,52.4,Normal
2025-01-24 20:33:48.617183,CNC-002,2.33,54.2,Normal
2025-01-24 20:33:48.617183,PRESS-101,7.54,105.1,Risk
2025-01-24 20:33:48.617183,LATHE-55,0.76,53.4,Normal
2025-01-24 21:33:48.617183,CNC-001,1.98,51.7,Normal
2025-01-24 21:33:48.617183,CNC-002,0.89,41.2,Normal
2025-01-24 21:33:48.617183,PRESS-101,1.65,61.8,Normal
2025-01-24 21:33:48.617183,LATHE-55,1.22,55.8,Normal
2025-01-24 22:33:48.617183,CNC-001,1.02,44.8,Normal
2025-01-24 22:33:48.617183,CNC-002,1.01,55.6,Normal
2025-01-24 22:33:48.617183,PRESS-101,2.3,46.5,Normal
2025-01-24 22:33:48.617183,LATHE-55,1.91,60.9,Normal
2025-01-24 23:33:48.617183,CNC-001,0.76,58.5,Normal
2025-01-24 23:33:48.617183,CNC-002,0.67,64.3,Normal
2025-01-24 23:33:48.617183,PRESS-101,1.63,43.2,Normal
2025-01-24 23:33:48.617183,LATHE-55,1.02,62.8,Normal
2025-01-25 00:33:48.617183,CNC-001,1.95,45.5,Normal
2025-01-25 00:33:48.617183,CNC-002,1.38,62.3,Normal
2025-01-25 00:33:48.617183,PRESS-101,2.24,45.0,Normal
2025-01-25 00:33:48.617183,LATHE-55,0.75,49.1,Normal
2025-01-25 01:33:48.617183,CNC-001,6.33,103.4,Risk
2025-01-25 01:33:48.617183,CNC-002,1.02,56.4,Normal
2025-01-25 01:33:48.617183,PRESS-101,8.41,87.5,Risk
2025-01-25 01:33:48.617183,LATHE-55,0.79,57.0,Normal
2025-01-25 02:33:48.617183,CNC-001,1.15,48.2,Normal
2025-01-25 02:33:48.617183,CNC-002,1.86,60.6,Normal
2025-01-25 02:33:48.617183,PRESS-101,2.05,52.8,Normal
2025-01-25 02:33:48.617183,LATHE-55,2.29,51.3,Normal
2025-01-25 03:33:48.617183,CNC-001,2.81,47.1,Normal
2025-01-25 03:33:48.617183,CNC-002,2.79,56.2,Normal
2025-01-25 03:33:48.617183,PRESS-101,2.67,53.8,Normal
2025-01-25 03:33:48.617183,LATHE-55,2.53,61.0,Normal
2025-01-25 04:33:48.617183,CNC-001,0.88,60.6,Normal
2025-01-25 04:33:48.617183,CNC-002,1.8,46.8,Normal
2025-01-25 04:33:48.617183,PRESS-101,5.78,94.1,Risk
2025-01-25 04:33:48.617183,LATHE-55,2.28,40.4,Normal
2025-01-25 05:33:48.617183,CNC-001,0.83,44.5,Normal
2025-01-25 05:33:48.617183,CNC-002,1.64,44.1,Normal
2025-01-25 05:33:48.617183,PRESS-101,0.79,51.4,Normal
2025-01-25 05:33:48.617183,LATHE-55,1.44,48.2,Normal
2025-01-25 06:33:48.617183,CNC-001,1.44,58.3,Normal
2025-01-25 06:33:48.617183,CNC-002,2.05,58.8,Normal
2025-01-25 06:33:48.617183,PRESS-101,2.81,49.2,Normal
2025-01-25 06:33:48.617183,LATHE-55,1.33,65.0,Normal
2025-01-25 07:33:48.617183,CNC-001,2.05,43.0,Normal
2025-01-25 07:33:48.617183,CNC-002,2.04,43.3,Normal
2025-01-25 07:33:48.617183,PRESS-101,2.18,41.6,Normal
2025-01-25 07:33:48.617183,LATHE-55,1.86,58.4,Normal
2025-01-25 08:33:48.617183,CNC-001,2.61,52.3,Normal
2025-01-25 08:33:48.617183,CNC-002,2.49,42.6,Normal
2025-01-25 08:33:48.617183,PRESS-101,1.04,58.3,Normal
2025-01-25 08:33:48.617183,LATHE-55,1.03,59.7,Normal
2025-01-25 09:33:48.617183,CNC-001,2.91,57.5,Normal
2025-01-25 09:33:48.617183,CNC-002,1.41,51.6,Normal
2025-01-25 09:33:48.617183,PRESS-101,2.01,57.8,Normal
2025-01-25 09:33:48.617183,LATHE-55,2.41,54.6,Normal
2025-01-25 10:33:48.617183,CNC-001,1.44,56.2,Normal
2025-01-25 10:33:48.617183,CNC-002,0.63,52.9,Normal
2025-01-25 10:33:48.617183,PRESS-101,1.85,42.7,Normal
2025-01-25 10:33:48.617183,LATHE-55,1.0,47.0,Normal
2025-01-25 11:33:48.617183,CNC-001,1.8,49.2,Normal
2025-01-25 11:33:48.617183,CNC-002,1.34,54.5,Normal
2025-01-25 11:33:48.617183,PRESS-101,1.99,54.0,Normal
2025-01-25 11:33:48.617183,LATHE-55,5.01,107.4,Risk
2025-01-25 12:33:48.617183,CNC-001,1.53,64.7,Normal
2025-01-25 12:33:48.617183,CNC-002,1.62,53.7,Normal
2025-01-25 12:33:48.617183,PRESS-101,1.65,53.2,Normal
2025-01-25 12:33:48.617183,LATHE-55,1.82,59.5,Normal
2025-01-25 13:33:48.617183,CNC-001,2.94,45.0,Normal
2025-01-25 13:33:48.617183,CNC-002,2.92,63.8,Normal
2025-01-25 13:33:48.617183,PRESS-101,2.05,46.7,Normal
2025-01-25 13:33:48.617183,LATHE-55,0.51,50.5,Normal
2025-01-25 14:33:48.617183,CNC-001,2.35,60.7,Normal
2025-01-25 14:33:48.617183,CNC-002,1.73,45.9,Normal
2025-01-25 14:33:48.617183,PRESS-101,1.48,60.6,Normal
2025-01-25 14:33:48.617183,LATHE-55,2.53,42.1,Normal
2025-01-25 15:33:48.617183,CNC-001,2.12,60.6,Normal
2025-01-25 15:33:48.617183,CNC-002,2.51,50.5,Normal
2025-01-25 15:33:48.617183,PRESS-101,1.38,57.1,Normal
2025-01-25 15:33:48.617183,LATHE-55,2.81,44.2,Normal
2025-01-25 16:33:48.617183,CNC-001,2.07,45.4,Normal
2025-01-25 16:33:48.617183,CNC-002,0.77,61.3,Normal
2025-01-25 16:33:48.617183,PRESS-101,2.32,44.2,Normal
2025-01-25 16:33:48.617183,LATHE-55,1.12,64.7,Normal
2025-01-25 17:33:48.617183,CNC-001,0.58,64.3,Normal
2025-01-25 17:33:48.617183,CNC-002,2.4,54.6,Normal
2025-01-25 17:33:48.617183,PRESS-101,1.02,59.7,Normal
2025-01-25 17:33:48.617183,LATHE-55,2.65,48.2,Normal
2025-01-25 18:33:48.617183,CNC-001,2.02,56.2,Normal
2025-01-25 18:33:48.617183,CNC-002,2.36,62.8,Normal
2025-01-25 18:33:48.617183,PRESS-101,2.1,45.1,Normal
2025-01-25 18:33:48.617183,LATHE-55,0.58,52.3,Normal
2025-01-25 19:33:48.617183,CNC-001,0.5,47.4,Normal
2025-01-25 19:33:48.617183,CNC-002,1.15,43.3,Normal
2025-01-25 19:33:48.617183,PRESS-101,0.86,61.1,Normal
2025-01-25 19:33:48.617183,LATHE-55,2.6,44.8,Normal
2025-01-25 20:33:48.617183,CNC-001,2.11,49.4,Normal
2025-01-25 20:33:48.617183,CNC-002,1.44,50.6,Normal
2025-01-25 20:33:48.617183,PRESS-101,1.45,50.1,Normal
2025-01-25 20:33:48.617183,LATHE-55,1.64,48.7,Normal
2025-01-25 21:33:48.617183,CNC-001,2.16,53.0,Normal
2025-01-25 21:33:48.617183,CNC-002,1.12,59.2,Normal
2025-01-25 21:33:48.617183,PRESS-101,2.07,54.9,Normal
2025-01-25 21:33:48.617183,LATHE-55,2.88,43.2,Normal
2025-01-25 22:33:48.617183,CNC-001,2.08,62.6,Normal
2025-01-25 22:33:48.617183,CNC-002,1.03,41.6,Normal
2025-01-25 22:33:48.617183,PRESS-101,2.78,45.2,Normal
2025-01-25 22:33:48.617183,LATHE-55,1.53,45.2,Normal
2025-01-25 23:33:48.617183,CNC-001,2.1,43.6,Normal
2025-01-25 23:33:48.617183,CNC-002,2.64,59.6,Normal
2025-01-25 23:33:48.617183,PRESS-101,2.18,54.3,Normal
2025-01-25 23:33:48.617183,LATHE-55,2.19,52.2,Normal
2025-01-26 00:33:48.617183,CNC-001,1.61,42.4,Normal
2025-01-26 00:33:48.617183,CNC-002,1.45,50.2,Normal
2025-01-26 00:33:48.617183,PRESS-101,1.66,51.6,Normal
2025-01-26 00:33:48.617183,LATHE-55,0.99,42.6,Normal
2025-01-26 01:33:48.617183,CNC-001,1.8,62.7,Normal
2025-01-26 01:33:48.617183,CNC-002,2.34,47.2,Normal
2025-01-26 01:33:48.617183,PRESS-101,1.85,61.5,Normal
2025-01-26 01:33:48.617183,LATHE-55,2.44,64.4,Normal
2025-01-26 02:33:48.617183,CNC-001,2.7,52.8,Normal
2025-01-26 02:33:48.617183,CNC-002,1.35,42.9,Normal
2025-01-26 02:33:48.617183,PRESS-101,1.8,59.1,Normal
2025-01-26 02:33:48.617183,LATHE-55,0.86,50.0,Normal
2025-01-26 03:33:48.617183,CNC-001,0.87,60.9,Normal
2025-01-26 03:33:48.617183,CNC-002,0.93,44.5,Normal
2025-01-26 03:33:48.617183,PRESS-101,1.65,53.3,Normal
2025-01-26 03:33:48.617183,LATHE-55,1.34,59.7,Normal
2025-01-26 04:33:48.617183,CNC-001,1.7,54.1,Normal
2025-01-26 04:33:48.617183,CNC-002,2.48,62.6,Normal
2025-01-26 04:33:48.617183,PRESS-101,2.05,59.0,Normal
2025-01-26 04:33:48.617183,LATHE-55,0.65,52.8,Normal
2025-01-26 05:33:48.617183,CNC-001,2.72,62.8,Normal
2025-01-26 05:33:48.617183,CNC-002,0.61,41.5,Normal
2025-01-26 05:33:48.617183,PRESS-101,2.69,42.8,Normal
2025-01-26 05:33:48.617183,LATHE-55,1.52,42.2,Normal
2025-01-26 06:33:48.617183,CNC-001,1.61,60.4,Normal
2025-01-26 06:33:48.617183,CNC-002,0.52,49.9,Normal
2025-01-26 06:33:48.617183,PRESS-101,1.05,53.4,Normal
2025-01-26 06:33:48.617183,LATHE-55,1.86,46.3,Normal
2025-01-26 07:33:48.617183,CNC-001,1.3,47.2,Normal
2025-01-26 07:33:48.617183,CNC-002,1.36,56.6,Normal
2025-01-26 07:33:48.617183,PRESS-101,0.88,56.0,Normal
2025-01-26 07:33:48.617183,LATHE-55,2.11,41.3,Normal
2025-01-26 08:33:48.617183,CNC-001,1.57,62.2,Normal
2025-01-26 08:33:48.617183,CNC-002,1.12,64.8,Normal
2025-01-26 08:33:48.617183,PRESS-101,1.05,49.1,Normal
2025-01-26 08:33:48.617183,LATHE-55,1.55,65.0,Normal
2025-01-26 09:33:48.617183,CNC-001,2.53,41.6,Normal
2025-01-26 09:33:48.617183,CNC-002,0.64,47.5,Normal
2025-01-26 09:33:48.617183,PRESS-101,2.07,51.1,Normal
2025-01-26 09:33:48.617183,LATHE-55,0.65,51.1,Normal
2025-01-26 10:33:48.617183,CNC-001,2.44,63.8,Normal
2025-01-26 10:33:48.617183,CNC-002,2.4,49.7,Normal
2025-01-26 10:33:48.617183,PRESS-101,0.93,45.6,Normal
2025-01-26 10:33:48.617183,LATHE-55,1.08,57.8,Normal
2025-01-26 11:33:48.617183,CNC-001,2.66,41.8,Normal
2025-01-26 11:33:48.617183,CNC-002,1.94,53.8,Normal
2025-01-26 11:33:48.617183,PRESS-101,2.05,46.5,Normal
2025-01-26 11:33:48.617183,LATHE-55,0.53,62.0,Normal
2025-01-26 12:33:48.617183,CNC-001,1.68,60.8,Normal
2025-01-26 12:33:48.617183,CNC-002,1.91,43.3,Normal
2025-01-26 12:33:48.617183,PRESS-101,2.37,47.6,Normal
2025-01-26 12:33:48.617183,LATHE-55,1.71,60.9,Normal
2025-01-26 13:33:48.617183,CNC-001,0.93,40.3,Normal
2025-01-26 13:33:48.617183,CNC-002,2.34,43.4,Normal
2025-01-26 13:33:48.617183,PRESS-101,2.4,64.7,Normal
2025-01-26 13:33:48.617183,LATHE-55,2.16,58.5,Normal
2025-01-26 14:33:48.617183,CNC-001,2.48,63.5,Normal
2025-01-26 14:33:48.617183,CNC-002,2.03,46.3,Normal
2025-01-26 14:33:48.617183,PRESS-101,1.37,40.5,Normal
2025-01-26 14:33:48.617183,LATHE-55,1.09,47.1,Normal
2025-01-26 15:33:48.617183,CNC-001,0.71,58.6,Normal
2025-01-26 15:33:48.617183,CNC-002,2.96,43.8,Normal
2025-01-26 15:33:48.617183,PRESS-101,1.0,60.8,Normal
2025-01-26 15:33:48.617183,LATHE-55,1.35,47.7,Normal
2025-01-26 16:33:48.617183,CNC-001,1.44,44.4,Normal
2025-01-26 16:33:48.617183,CNC-002,0.65,44.9,Normal
2025-01-26 16:33:48.617183,PRESS-101,2.11,55.1,Normal
2025-01-26 16:33:48.617183,LATHE-55,1.8,58.9,Normal
2025-01-26 17:33:48.617183,CNC-001,1.05,60.2,Normal
2025-01-26 17:33:48.617183,CNC-002,2.04,57.9,Normal
2025-01-26 17:33:48.617183,PRESS-101,2.68,50.8,Normal
2025-01-26 17:33:48.617183,LATHE-55,2.77,46.0,Normal
2025-01-26 18:33:48.617183,CNC-001,6.68,99.3,Risk
2025-01-26 18:33:48.617183,CNC-002,1.69,41.1,Normal
2025-01-26 18:33:48.617183,PRESS-101,2.37,53.3,Normal
2025-01-26 18:33:48.617183,LATHE-55,1.67,47.1,Normal
2025-01-26 19:33:48.617183,CNC-001,1.83,42.3,Normal
2025-01-26 19:33:48.617183,CNC-002,2.06,53.3,Normal
2025-01-26 19:33:48.617183,PRESS-101,1.75,43.7,Normal
2025-01-26 19:33:48.617183,LATHE-55,1.3,42.1,Normal
2025-01-26 20:33:48.617183,CNC-001,2.81,45.7,Normal
2025-01-26 20:33:48.617183,CNC-002,2.05,53.1,Normal
2025-01-26 20:33:48.617183,PRESS-101,1.11,50.5,Normal
2025-01-26 20:33:48.617183,LATHE-55,1.24,48.6,Normal
2025-01-26 21:33:48.617183,CNC-001,2.46,61.9,Normal
2025-01-26 21:33:48.617183,CNC-002,1.91,48.6,Normal
2025-01-26 21:33:48.617183,PRESS-101,0.85,63.0,Normal
2025-01-26 21:33:48.617183,LATHE-55,1.82,48.1,Normal
2025-01-26 22:33:48.617183,CNC-001,2.73,53.6,Normal
2025-01-26 22:33:48.617183,CNC-002,1.15,42.2,Normal
2025-01-26 22:33:48.617183,PRESS-101,1.52,62.9,Normal
2025-01-26 22:33:48.617183,LATHE-55,1.57,57.0,Normal
2025-01-26 23:33:48.617183,CNC-001,1.36,64.5,Normal
2025-01-26 23:33:48.617183,CNC-002,0.97,58.7,Normal
2025-01-26 23:33:48.617183,PRESS-101,0.83,59.4,Normal
2025-01-26 23:33:48.617183,LATHE-55,0.83,58.8,Normal
2025-01-27 00:33:48.617183,CNC-001,0.74,40.2,Normal
2025-01-27 00:33:48.617183,CNC-002,2.87,50.7,Normal
2025-01-27 00:33:48.617183,PRESS-101,1.85,62.1,Normal
2025-01-27 00:33:48.617183,LATHE-55,1.49,48.8,Normal
2025-01-27 01:33:48.617183,CNC-001,2.4,46.9,Normal
2025-01-27 01:33:48.617183,CNC-002,2.43,48.1,Normal
2025-01-27 01:33:48.617183,PRESS-101,2.5,45.3,Normal
2025-01-27 01:33:48.617183,LATHE-55,2.09,54.7,Normal
2025-01-27 02:33:48.617183,CNC-001,2.12,56.6,Normal
2025-01-27 02:33:48.617183,CNC-002,1.63,54.2,Normal
2025-01-27 02:33:48.617183,PRESS-101,2.6,43.4,Normal
2025-01-27 02:33:48.617183,LATHE-55,1.12,45.9,Normal
2025-01-27 03:33:48.617183,CNC-001,1.23,57.5,Normal
2025-01-27 03:33:48.617183,CNC-002,2.6,41.7,Normal
2025-01-27 03:33:48.617183,PRESS-101,2.96,44.5,Normal
2025-01-27 03:33:48.617183,LATHE-55,1.97,57.9,Normal
2025-01-27 04:33:48.617183,CNC-001,1.12,48.1,Normal
2025-01-27 04:33:48.617183,CNC-002,0.59,42.6,Normal
2025-01-27 04:33:48.617183,PRESS-101,1.82,40.9,Normal
2025-01-27 04:33:48.617183,LATHE-55,2.99,63.0,Normal
2025-01-27 05:33:48.617183,CNC-001,1.23,63.8,Normal
2025-01-27 05:33:48.617183,CNC-002,2.59,63.3,Normal
2025-01-27 05:33:48.617183,PRESS-101,1.42,61.2,Normal
2025-01-27 05:33:48.617183,LATHE-55,2.0,51.4,Normal
2025-01-27 06:33:48.617183,CNC-001,1.96,43.3,Normal
2025-01-27 06:33:48.617183,CNC-002,1.56,46.8,Normal
2025-01-27 06:33:48.617183,PRESS-101,2.89,42.0,Normal
2025-01-27 06:33:48.617183,LATHE-55,2.31,60.6,Normal
2025-01-27 07:33:48.617183,CNC-001,2.92,63.6,Normal
2025-01-27 07:33:48.617183,CNC-002,0.65,57.7,Normal
2025-01-27 07:33:48.617183,PRESS-101,1.78,51.9,Normal
2025-01-27 07:33:48.617183,LATHE-55,2.24,55.1,Normal
2025-01-27 08:33:48.617183,CNC-001,1.11,42.5,Normal
2025-01-27 08:33:48.617183,CNC-002,2.89,63.5,Normal
2025-01-27 08:33:48.617183,PRESS-101,1.67,56.5,Normal
2025-01-27 08:33:48.617183,LATHE-55,0.67,60.0,Normal
2025-01-27 09:33:48.617183,CNC-001,1.75,46.2,Normal
2025-01-27 09:33:48.617183,CNC-002,0.65,53.0,Normal
2025-01-27 09:33:48.617183,PRESS-101,1.08,63.4,Normal
2025-01-27 09:33:48.617183,LATHE-55,1.71,46.8,Normal
2025-01-27 10:33:48.617183,CNC-001,0.95,62.3,Normal
2025-01-27 10:33:48.617183,CNC-002,1.53,63.1,Normal
2025-01-27 10:33:48.617183,PRESS-101,2.24,43.0,Normal
2025-01-27 10:33:48.617183,LATHE-55,2.8,45.9,Normal
2025-01-27 11:33:48.617183,CNC-001,1.78,62.8,Normal
2025-01-27 11:33:48.617183,CNC-002,0.68,53.5,Normal
2025-01-27 11:33:48.617183,PRESS-101,1.93,43.3,Normal
2025-01-27 11:33:48.617183,LATHE-55,2.11,57.2,Normal
2025-01-27 12:33:48.617183,CNC-001,2.24,58.9,Normal
2025-01-27 12:33:48.617183,CNC-002,2.6,59.6,Normal
2025-01-27 12:33:48.617183,PRESS-101,1.49,65.0,Normal
2025-01-27 12:33:48.617183,LATHE-55,1.0,43.2,Normal
2025-01-27 13:33:48.617183,CNC-001,2.93,40.1,Normal
2025-01-27 13:33:48.617183,CNC-002,2.5,48.4,Normal
2025-01-27 13:33:48.617183,PRESS-101,0.53,50.5,Normal
2025-01-27 13:33:48.617183,LATHE-55,1.45,44.8,Normal
2025-01-27 14:33:48.617183,CNC-001,0.93,51.6,Normal
2025-01-27 14:33:48.617183,CNC-002,2.09,50.5,Normal
2025-01-27 14:33:48.617183,PRESS-101,1.74,62.6,Normal
2025-01-27 14:33:48.617183,LATHE-55,0.6,51.0,Normal
2025-01-27 15:33:48.617183,CNC-001,0.65,40.1,Normal
2025-01-27 15:33:48.617183,CNC-002,1.46,54.4,Normal
2025-01-27 15:33:48.617183,PRESS-101,0.6,58.2,Normal
2025-01-27 15:33:48.617183,LATHE-55,0.89,52.8,Normal
2025-01-27 16:33:48.617183,CNC-001,2.04,62.6,Normal
2025-01-27 16:33:48.617183,CNC-002,2.04,51.3,Normal
2025-01-27 16:33:48.617183,PRESS-101,2.25,49.9,Normal
2025-01-27 16:33:48.617183,LATHE-55,1.74,55.4,Normal
2025-01-27 17:33:48.617183,CNC-001,1.74,48.7,Normal
2025-01-27 17:33:48.617183,CNC-002,2.49,41.8,Normal
2025-01-27 17:33:48.617183,PRESS-101,2.99,55.8,Normal
2025-01-27 17:33:48.617183,LATHE-55,2.6,49.0,Normal
